29,79,73,74,61,63,98,10,88,93,20,93,35,73,86,100,51,95,28,84,22,87,92,60,74,24,69,24,12,32,57,56,100,13,96,74,75,21,28,84,
45,73,35,42,27,94,46,94,45,55,45,51,62,78,32,45,79,23,18,79,48,28,91,47,57,51,88,90,92,91,90,100,59,66,94,63,10,85,21,44,
94,84,52,11,38,52,56,31,50,86,87,70,85,34,43,37,33,59,30,68,93,10,65,68,93,61,26,49,77,35,32,18,88,18,52,38,66,83,46,51,
99,27,68,25,97,81,56,99,48,93,77,57,74,65,97,32,95,28,24,75,90,49,22,58,29,53,15,91,52,50,13,49,24,96,38,79,100,49,16,44,
78,27,13,88,95,66,64,74,99,65,79,99,41,25,52,14,52,62,68,89,79,28,88,78,62,19,39,99,56,19,11,80,75,45,45,57,94,47,99,60,
66,29,91,60,29,14,43,76,64,87,31,91,46,23,58,60,54,33,68,91,19,15,49,12,24,61,26,42,45,89,27,90,78,17,22,76,90,21,62,36,
15,79,97,13,83,17,20,91,27,28,78,67,59,72,14,68,76,69,32,92,44,92,81,30,45,80,66,72,44,91,29,43,27,85,23,55,82,52,11,52,
40,93,27,25,34,52,65,50,62,53,31,41,27,29,66,29,93,10,21,70,22,94,95,75,31,59,55,65,24,11,94,96,65,67,95,47,84,64,72,65,
31,31,24,25,83,48,57,99,97,44,51,37,49,79,70,30,60,11,84,69,87,86,78,44,78,85,75,18,83,57,61,59,11,41,68,36,48,80,84,99,
58,41,29,18,47,100,56,81,71,48,13,92,47,16,79,16,50,76,65,16,15,47,76,62,20,16,15,75,92,13,90,94,90,43,53,30,37,33,89,49,
71,73,60,78,66,59,22,60,11,55,57,19,28,31,71,59,78,19,56,64,45,39,69,91,46,83,20,81,81,15,40,54,21,19,33,86,21,24,40,90,
30,11,90,32,59,95,39,28,47,18,46,36,36,42,39,41,72,80,10,76,34,65,61,78,49,66,57,59,31,15,30,46,69,46,99,30,97,75,64,39,
70,60,38,79,56,19,56,58,65,62,91,87,33,65,99,15,64,77,12,57,75,64,47,11,99,58,89,16,84,53,61,37,34,92,70,52,51,61,89,96,
20,65,51,59,11,25,77,18,33,11,25,76,38,47,56,68,21,23,85,91,56,95,22,55,55,14,58,31,11,44,80,36,25,19,51,93,62,62,28,62,
87,50,51,96,48,43,76,50,86,10,12,68,59,66,84,98,45,11,23,91,55,35,48,75,98,92,53,75,61,55,93,89,42,64,36,69,86,40,42,46,





w=23,20,39,29,16,94,57,72,99,85,49,81,12,35,81,74,59,66,32,57,10,27,25,49,43,77,57,52,95,80,42,74,42,80,89,46,14,17,100,84,
35,20,66,33,35,63,88,43,17,39,79,45,62,91,12,41,88,60,72,51,31,67,23,99,21,43,46,90,82,75,44,16,45,59,20,79,40,96,99,41,
78,75,61,24,47,99,25,21,82,68,32,74,84,22,47,31,51,64,50,83,17,36,31,67,91,11,52,29,39,41,51,89,78,65,36,18,41,31,16,75,
55,78,90,40,75,56,55,62,42,27,56,86,78,44,92,69,74,90,42,59,100,95,77,65,26,94,33,69,28,87,37,75,18,31,97,90,66,31,14,31,
71,20,77,83,78,82,62,47,74,42,73,63,21,48,40,33,39,95,56,72,95,61,87,24,59,20,99,57,27,40,74,90,54,22,83,93,60,23,38,12,
27,96,63,61,24,68,49,15,21,12,11,14,67,59,93,50,47,84,27,99,99,37,81,52,98,20,48,54,24,30,67,56,73,11,83,66,33,95,38,58,
18,49,89,72,69,23,47,81,30,68,27,86,20,79,72,69,27,23,47,78,67,41,56,86,52,10,38,80,21,33,72,73,50,80,51,53,54,13,63,88,
32,66,61,77,47,100,38,22,45,34,63,63,99,14,96,26,85,76,94,54,18,82,96,15,62,11,79,53,68,80,23,77,13,34,10,91,44,54,65,79,
84,19,36,29,75,80,43,16,79,74,84,56,62,42,88,52,89,98,54,39,99,21,46,36,49,32,69,81,93,91,93,37,75,31,16,45,30,97,51,47,
46,18,11,84,76,95,56,52,98,99,33,53,22,63,84,58,66,81,75,85,22,87,60,67,34,44,36,42,26,62,67,56,33,60,21,34,34,21,33,83,
29,83,83,39,30,24,15,50,50,70,70,77,45,96,53,66,20,30,100,17,11,62,47,27,48,25,46,30,57,36,35,51,62,85,38,53,86,58,13,18,
17,82,44,52,26,74,95,93,40,84,67,25,82,41,45,47,65,73,67,86,99,22,27,89,12,49,91,83,31,31,70,39,11,14,25,40,21,21,58,62,
24,88,36,41,89,39,57,73,37,76,67,16,44,71,32,47,49,75,11,78,71,17,32,23,17,51,37,94,77,83,78,57,72,58,19,12,97,98,31,77,
98,15,100,73,99,65,90,81,24,94,20,36,45,12,64,71,49,23,56,37,34,56,94,88,91,41,70,81,15,48,19,24,21,97,12,52,97,84,59,45,
53,48,58,99,95,31,76,34,14,53,82,25,63,84,86,94,67,40,46,79,23,43,19,97,46,78,80,67,52,65,41,96,21,75,42,81,35,42,57,71,
96,78,42,39,18,62,17,38,89,19,18,37,28,73,70,14,64,28,32,69,52,50,10,18,50,22,72,83,22,56,89,83,59,14,10,73,25,24,88,85,
20,98,51,25,32,88,74,88,47,26,40,82,97,100,69,94,40,13,42,38,60,40,22,23,90,64,77,65,94,18,15,26,79,12,62,20,86,100,16,45,
70,19,95,26,98,57,57,80,85,51,87,88,31,53,77,47,29,44,10,69,89,11,52,51,75,65,27,47,67,61,76,99,10,28,94,77,84,61,21,27,
84,42,27,84,56,12,75,21,42,23,96,25,29,63,18,10,50,76,29,45,43,35,18,78,51,21,72,80,55,66,33,95,16,18,28,36,52,53,100,63,
47,77,43,83,24,56,91,67,50,84,28,79,86,94,18,40,34,43,46,40,47,18,38,65,84,47,21,17,62,74,53,10,12,39,94,14,60,60,41,69,
21,41,17,11,57,54,46,49,61,77,69,93,76,22,92,30,61,99,98,10,46,95,56,22,67,12,97,31,100,40,75,13,32,12,66,18,74,89,98,68,
24,61,14,39,82,77,89,93,26,40,76,54,91,23,80,62,21,55,69,53,58,63,55,37,86,76,19,22,14,65,65,37,38,99,65,73,51,41,61,35,
41,71,54,25,23,53,78,98,62,98,91,83,56,75,23,80,77,51,46,82,10,70,33,47,27,53,51,54,54,68,73,46,92,85,47,33,39,66,88,29,
77,84,86,43,55,15,100,36,74,71,40,27,51,80,20,36,87,62,54,52,88,48,42,69,83,92,96,67,19,25,93,49,80,78,44,75,76,61,86,28,
42,74,34,11,72,54,35,79,45,80,77,19,89,26,30,30,99,95,95,58,44,17,100,85,93,32,13,87,38,43,38,95,97,61,82,95,32,17,44,29,


C=41948

uncorrelated instance with dimension=1200

p=
96,11,55,22,47,51,21,95,37,67,42,42,83,32,85,14,64,33,16,52,91,35,19,89,93,95,41,50,29,97,12,93,98,76,81,32,18,14,56,80,
31,77,91,11,37,13,51,34,14,73,59,55,65,63,25,78,96,78,27,93,95,43,24,86,61,80,61,73,69,27,82,21,54,96,69,63,67,44,18,37,
65,50,84,91,89,12,75,24,73,46,33,49,73,56,45,91,36,70,44,30,40,11,47,40,69,77,20,65,14,80,100,11,84,69,10,57,50,47,76,26,
54,94,68,28,11,38,91,89,69,47,64,61,18,52,57,36,90,29,35,88,49,90,47,90,80,88,25,37,30,65,20,43,68,77,21,24,16,46,10,72,
91,52,84,37,79,11,34,31,99,69,14,66,48,59,75,32,19,64,80,69,52,88,14,53,19,100,35,87,70,24,66,73,37,41,55,54,44,48,64,34,
79,48,70,70,98,44,33,68,60,86,61,20,44,95,61,94,15,65,38,91,23,33,95,61,10,55,60,20,38,12,22,90,70,90,13,55,32,44,97,51,
51,87,41,35,100,72,88,97,46,43,73,91,25,41,51,21,31,70,68,54,22,61,23,66,59,67,54,36,37,36,38,64,42,41,30,86,94,92,46,86,
11,57,36,52,81,18,31,70,28,48,97,78,85,46,50,95,94,26,99,100,58,24,44,70,10,82,96,18,75,98,22,24,95,15,39,83,67,70,76,90,
84,28,41,15,49,13,83,89,66,64,78,81,86,37,17,73,15,67,55,43,76,64,38,66,51,50,31,46,96,96,30,38,54,75,91,88,89,97,72,73,
50,71,58,99,55,65,92,10,76,61,77,84,51,47,50,87,34,25,96,58,46,40,25,72,27,57,53,40,21,30,46,31,18,97,38,65,68,24,99,78,
66,86,76,63,29,65,31,22,44,75,49,70,97,36,43,29,100,59,85,26,42,69,91,56,81,25,57,95,16,97,22,10,71,24,32,61,82,78,28,98,
82,11,38,48,68,11,31,84,10,56,67,28,23,45,37,51,29,66,93,55,35,88,39,74,66,21,82,86,21,71,31,46,56,47,49,65,49,44,63,46,
93,71,86,56,39,11,14,49,48,80,83,34,89,55,87,17,55,72,20,48,89,61,76,56,11,29,27,33,25,15,94,69,30,18,86,19,99,51,96,21,
77,44,61,40,97,27,17,91,78,54,17,66,80,75,79,87,36,71,83,70,67,99,47,65,91,19,92,13,92,64,45,17,75,50,26,24,18,13,33,75,
26,85,43,49,76,63,68,76,82,26,96,58,50,37,96,61,71,89,92,71,31,82,46,97,79,22,93,10,22,45,56,79,16,89,56,47,58,61,56,91,
46,55,73,30,47,15,27,72,93,73,93,15,66,20,60,39,97,11,24,97,99,23,56,84,92,51,11,62,66,29,18,98,97,45,51,60,59,43,67,25,
95,74,59,62,77,43,86,41,86,99,64,18,96,50,11,44,79,38,21,27,68,85,25,38,79,81,79,77,34,26,11,75,28,33,39,34,35,82,46,13,
93,49,50,79,34,67,25,25,43,83,33,34,68,52,64,88,70,80,79,20,30,27,57,63,44,35,96,83,30,16,24,81,24,42,44,81,43,82,54,53,
47,37,73,58,50,75,25,24,66,74,89,47,32,11,84,43,21,37,75,61,72,68,68,21,40,30,84,68,74,10,86,31,68,77,90,45,15,44,78,18,
91,27,66,68,94,73,100,27,76,54,56,53,42,70,98,16,18,94,69,98,70,70,11,33,55,92,94,32,59,81,90,27,10,69,79,12,59,33,21,69,
15,27,82,29,72,17,50,48,27,20,76,92,27,75,30,28,11,71,78,12,22,80,86,83,61,10,28,23,95,11,27,33,40,95,90,63,86,41,13,96,
42,72,97,44,29,51,40,87,92,70,48,64,54,35,74,14,36,16,70,89,12,44,83,70,79,63,71,69,40,89,100,74,35,85,51,60,23,98,43,51,
83,37,57,81,86,50,38,54,61,43,97,39,47,33,57,61,84,16,90,12,33,50,73,11,80,59,94,96,74,42,74,98,14,52,82,28,25,53,73,58,
10,59,90,71,67,42,43,84,67,22,16,53,52,74,94,21,99,11,34,57,20,53,52,61,54,69,41,84,95,75,89,67,18,67,22,17,16,43,95,16,
22,23,25,51,22,23,45,51,31,61,60,64,65,81,74,57,11,30,48,27,16,65,17,51,83,38,64,94,62,98,53,59,47,15,15,94,84,79,53,54,
28,73,99,61,28,71,63,51,59,84,36,24,16,99,30,20,84,56,29,75,87,26,84,92,52,31,66,38,90,24,55,87,84,59,44,33,22,44,21,47,
28,44,34,82,65,73,20,51,94,71,88,85,38,53,50,80,66,51,13,32,26,10,27,35,28,47,10,34,78,24,36,82,89,51,43,28,90,91,54,36,
64,88,32,15,67,76,13,47,40,100,40,97,65,92,25,44,60,73,17,94,12,81,50,15,62,37,99,58,44,38,15,70,12,88,54,14,56,26,96,36,
34,87,89,64,43,53,51,92,69,97,71,64,25,51,98,84,32,63,87,22,76,56,11,53,70,71,91,24,76,12,33,71,76,87,98,65,97,43,43,78,
28,64,77,14,62,60,89,10,45,15,14,12,66,83,42,14,84,56,40,57,58,29,38,99,71,95,73,29,24,42,26,84,87,52,41,59,20,93,39,18,



w=16,15,47,60,56,77,41,79,67,49,96,50,68,67,57,27,47,51,73,57,66,83,52,27,60,50,73,12,41,70,11,97,29,75,84,79,55,14,54,56,
75,63,48,80,90,100,35,14,79,63,51,14,100,58,93,58,86,86,30,21,67,46,56,56,81,86,83,96,26,92,37,80,87,29,93,91,47,80,65,41,
79,47,96,65,66,88,18,25,14,20,40,97,55,28,44,55,83,84,66,10,26,82,72,29,22,58,57,75,16,84,97,10,77,81,86,97,82,60,44,17,
69,26,90,99,14,54,31,80,20,39,10,11,49,71,68,53,10,59,56,39,47,11,27,62,60,33,55,68,38,85,19,39,46,25,88,92,91,16,28,33,
83,15,73,14,96,92,92,28,86,66,25,60,85,32,25,44,68,18,62,42,74,97,34,99,28,24,78,50,40,68,64,59,37,28,80,26,56,55,91,57,
44,16,37,99,25,11,39,32,25,91,85,95,20,75,81,57,20,36,36,100,49,87,94,52,88,60,31,25,44,24,52,37,53,52,49,99,45,86,99,22,
37,38,85,28,85,67,62,46,13,97,68,91,64,46,43,84,29,64,91,95,29,99,31,82,33,97,95,86,96,81,75,71,23,16,49,91,94,51,93,20,
43,95,98,93,65,95,26,53,38,11,39,66,30,45,80,28,92,26,18,49,63,32,21,49,35,96,18,98,75,76,88,41,54,64,30,12,35,80,45,55,
74,99,37,70,87,13,77,56,84,20,12,73,46,47,41,45,23,76,36,95,86,53,47,31,36,76,59,22,80,61,26,99,58,27,11,35,80,54,70,36,
25,60,100,52,20,35,20,66,31,46,42,95,37,23,80,14,28,59,84,55,90,39,67,67,76,30,92,32,66,75,52,42,56,95,44,27,76,73,59,20,
84,99,50,14,69,71,44,66,63,18,77,51,67,89,23,37,87,24,100,98,90,15,26,43,55,55,88,92,69,31,92,11,30,37,86,65,93,99,29,55,
52,72,10,51,20,63,88,100,94,36,37,26,95,11,23,84,74,94,16,97,97,36,46,49,14,10,67,71,78,54,12,83,95,52,36,29,19,42,37,44,
75,31,36,82,53,15,87,42,40,71,26,66,10,94,68,72,17,28,98,75,80,71,72,37,27,38,33,66,23,48,79,99,57,85,35,100,90,66,11,34,
100,83,72,36,72,90,84,35,28,99,47,57,84,67,18,90,84,10,93,68,43,96,39,49,75,77,44,56,64,82,82,38,51,37,39,11,64,56,10,97,
42,95,54,73,22,54,32,71,43,46,88,43,72,16,94,17,41,72,97,88,16,13,94,72,98,81,40,10,91,79,38,44,80,74,53,50,11,84,99,51,
76,21,17,33,52,91,91,56,98,84,66,80,99,67,54,55,24,46,61,12,19,84,78,56,74,46,38,30,25,31,31,78,76,16,30,23,31,54,83,32,
69,72,27,74,16,79,64,35,75,21,15,85,16,78,24,49,59,44,96,43,95,30,46,100,82,46,96,99,84,67,54,50,64,78,97,66,21,76,80,85,
72,37,98,75,62,69,22,62,68,86,46,38,14,80,35,41,94,92,38,18,56,100,27,26,28,32,58,88,16,31,72,19,15,52,37,78,90,74,92,37,
10,68,43,76,61,98,24,84,81,31,37,64,77,83,21,93,49,95,34,40,29,33,46,60,80,18,73,11,96,66,95,100,16,95,80,35,84,85,21,13,
69,52,22,66,33,25,90,95,52,16,23,81,84,59,12,24,59,53,15,10,48,30,24,54,89,64,89,54,38,34,49,58,67,11,91,57,79,10,18,99,
96,93,11,100,31,22,99,50,31,40,38,13,33,54,31,45,73,11,40,84,85,57,15,46,83,85,99,47,10,100,55,22,89,14,33,38,83,14,60,53,
65,31,68,23,11,78,64,48,38,62,10,87,74,50,86,98,10,84,36,12,22,61,20,54,78,36,90,80,79,79,18,21,48,77,23,26,72,55,10,64,
81,70,77,28,45,38,42,100,81,22,49,72,36,67,76,16,86,15,46,48,39,85,12,98,92,52,46,54,38,53,60,88,74,67,41,80,66,36,21,56,
10,40,12,84,78,52,31,65,67,88,71,82,17,17,73,38,90,18,13,13,84,36,88,85,48,14,67,57,75,96,49,74,16,94,76,83,43,11,15,98,
82,53,19,15,62,40,50,95,70,39,84,93,89,59,44,21,11,73,36,71,36,32,47,21,69,17,45,81,17,42,26,100,11,51,13,75,28,82,79,32,
68,52,91,59,47,10,68,92,58,54,78,45,17,29,53,20,18,23,29,39,17,31,82,86,10,56,87,63,86,17,23,84,56,56,59,14,35,16,16,70,
26,74,79,27,27,40,32,84,93,49,24,52,77,34,98,24,44,15,61,60,94,60,84,81,99,75,57,21,75,96,94,81,89,48,60,65,53,38,75,23,
58,31,63,64,56,32,52,72,81,33,60,18,21,36,81,18,98,15,89,48,25,29,45,41,47,13,83,19,89,72,22,79,82,47,70,40,46,40,22,46,
29,75,72,36,74,100,55,38,39,99,57,94,50,84,47,58,66,75,33,23,45,70,85,77,41,99,45,70,89,66,100,92,82,45,63,63,73,84,66,22,
59,88,98,18,88,92,16,60,77,97,93,71,63,47,97,79,70,13,63,15,54,38,40,15,70,55,97,100,79,91,72,19,27,87,72,93,39,10,52,41,



C=49485

uncorrelated instance with dimension=1500

p=
34,49,54,14,51,88,34,53,69,49,77,43,58,80,23,39,16,57,99,49,12,81,59,32,10,25,43,57,95,42,
76,47,47,44,46,51,76,35,28,84,74,30,27,77,35,66,35,88,17,79,62,12,88,72,31,23,21,46,82,44,
91,75,99,49,64,64,81,16,48,50,72,42,51,86,78,61,47,25,82,32,84,47,51,50,17,31,91,52,39,51,
56,89,59,13,97,82,88,82,26,93,21,86,66,12,55,90,75,55,42,56,78,92,74,42,100,77,26,33,28,37,
60,33,71,86,88,68,18,13,100,54,77,76,68,47,71,77,78,62,74,73,21,40,39,56,95,87,59,99,27,74,
90,12,56,81,76,73,27,80,59,78,43,20,43,16,27,63,24,49,21,11,67,93,47,27,99,81,98,48,24,67,
87,68,85,88,43,65,98,50,33,41,51,42,63,14,18,89,69,47,30,27,20,72,27,47,67,56,52,38,21,72,
64,85,84,74,85,72,84,61,87,58,43,49,56,61,32,61,47,38,45,63,99,96,85,94,18,96,62,79,68,23,
53,80,30,64,56,81,73,99,78,12,28,79,89,22,84,36,75,43,79,84,62,88,89,54,99,46,49,69,93,93,
11,53,18,78,93,96,23,82,74,29,61,78,26,64,46,11,76,56,98,33,22,84,66,75,22,60,34,36,26,67,
35,86,51,28,22,92,74,69,12,57,100,96,75,28,29,83,30,15,50,70,45,53,20,100,11,47,48,46,57,35,
62,32,79,18,48,91,57,88,92,90,59,94,10,21,17,44,26,95,40,67,82,45,65,67,99,27,12,91,31,70,
85,43,33,30,93,65,93,26,77,32,88,52,66,46,24,36,89,57,37,67,44,32,49,11,71,32,17,37,77,78,
74,97,95,24,90,22,29,15,52,13,24,38,100,16,98,100,99,90,24,20,45,64,49,56,34,94,91,70,15,19,
41,52,52,68,79,88,62,39,56,11,75,45,94,99,53,58,95,76,14,82,63,86,67,46,23,19,46,80,52,41,
46,58,54,68,19,49,24,26,45,27,78,22,90,62,96,42,18,17,89,18,28,70,64,32,52,10,50,72,22,89,
59,14,76,32,44,81,45,66,44,29,27,23,82,11,20,51,32,74,47,40,97,69,40,42,60,22,90,77,94,15,
27,66,93,21,22,95,31,55,24,94,65,95,84,72,70,95,98,57,85,87,31,77,29,10,89,52,75,27,67,76,
49,70,60,84,87,78,78,75,83,61,11,68,48,84,84,27,56,75,42,96,29,18,50,29,43,18,51,72,55,33,
47,79,50,65,15,76,20,15,92,90,90,53,37,89,47,43,24,91,50,28,86,18,34,46,47,38,84,21,62,53,
28,71,78,56,45,69,46,20,81,40,21,33,21,40,21,17,57,46,61,69,76,92,61,98,46,56,67,97,100,75,
36,39,72,10,34,61,49,57,31,30,69,99,97,64,24,14,82,89,26,76,91,80,21,69,58,55,86,19,14,65,
33,99,64,12,75,47,99,89,84,61,34,70,51,89,41,54,23,78,62,91,56,23,77,46,10,33,27,51,54,73,
38,56,21,85,56,22,55,58,11,80,25,51,62,28,77,86,55,100,74,40,51,20,87,54,88,42,83,96,19,93,
59,84,45,23,55,48,98,53,61,93,42,36,86,42,42,34,72,35,45,77,89,30,99,95,44,100,93,13,38,38,
85,45,71,91,25,47,42,10,52,74,64,41,74,52,20,29,94,72,85,81,35,74,66,57,27,49,77,52,80,74,
37,53,83,84,72,48,29,73,29,23,22,93,42,38,20,33,63,43,39,45,91,41,60,51,67,99,43,90,75,16,
